"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_2159",6039,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,368,208,16,14,10,265,508,245,8,2,10,402,1,0,5,3,4,0,2,2,3,0,6,1
"DNA_vOTU_7871",6039,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",629,0,"NO",NA,"SUBSURFACE",6,7,2,5,5,6,0,1,3,3,2,3,76,102,0,41,402,342,87,63,4,164,216,835
"DNA_vOTU_3951",6038,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",457,0,"NO",NA,"SUBSURFACE",2,2,2,5,3,1,0,1,0,0,1,0,98,64,0,1,0,18,16,1,0,0,2,605
"DNA_vOTU_7633",6038,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",997,0,"NO",NA,"SUBSURFACE",0,2,4,32,2,4,1,0,2,6,0,0,25,23,4,27,270,67,21,16,1,101,128,42
"DNA_vOTU_7767",6038,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,18,14,24,24,420,48,9,3,8,7,101,19,3,6,9,8,22,14,6,19,7,0,7,6
"DNA_vOTU_8480",6037,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",29,30,43,200,50,53,37,8,10,49,65,10,406,225,11,69,266,1363,774,197,15,97,439,925
"DNA_vOTU_3952",6036,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,1,0,3,0,0,0,1,6,1,0,1,285,119,3,0,0,44,54,6,0,0,2,1749
"DNA_vOTU_3953",6035,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",0,0,0,0,0,0,0,0,0,0,0,0,120,97,0,2,0,26,37,7,0,0,2,968
"DNA_vOTU_6692",6035,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,5,52,743,179,6,2,4,18,333,88,4,48,63,12,125,394,108,69,49,8,262,311,81
"DNA_vOTU_10158",6035,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,7,28,617,3776,603,2,3,6,384,479,377,4,0,0,0,1,0,4,2,0,0,2,2,0
"DNA_vOTU_2946",6034,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Bacillota","Clostridia","Eubacteriales","Syntrophomonadaceae","Syntrophothermus","WIsH","Singleton",NA,NA,NA,NA,"SURFACE",4,4,11,6,9,3,4,4,0,1,5,2,2,8,63,19,13,6,3,5,487,8,5,1
"DNA_vOTU_6873",6034,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1465,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9459",6033,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1152,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_5522",6031,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",355,0,"NO","SUBSURFACE",NA,308,445,242,1413,1815,2350,1208,818,132,661,7596,765,1049,750,121,343,531,1814,402,370,115,178,579,1256
"DNA_vOTU_8713",6031,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","WIsH","Singleton",NA,NA,NA,NA,NA,293,89,137,1241,1252,1763,23,11,0,840,1952,172,1,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_4588",6030,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1594,0,"NO",NA,NA,8,4,7,5,18,11,4,0,5,6,3,4,3,7,4,34,2,12,4,4,2,274,6,9
"DNA_vOTU_5306",6030,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Catenulisporales","Catenulisporaceae","Catenulispora","WIsH","Outlier",NA,NA,"YES",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_8446",6030,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Cyanobacteria","Oscillatoriophycideae","Oscillatoriales","Phormidiaceae","Trichodesmium","WIsH","Singleton",NA,NA,NA,NA,NA,13,4,36,139,406,171,0,2,11,27,268,7,0,0,0,0,0,1,0,0,1,2,1,1
"DNA_vOTU_3954",6029,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",1,0,2,2,3,2,0,1,0,6,0,0,158,87,0,0,0,30,27,6,2,0,3,1085
"DNA_vOTU_6136",6029,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,15,25,19,26,20,23,18,5,7,8,14,3,9,4,5,36,319,22,5,4,5,67,74,8
"DNA_vOTU_6386",6029,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,8,9,29,23,33,25,10,2,2,9,13,0,26,73,85,256,24,33,21,42,62,132,11,37
"DNA_vOTU_788",6028,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","WIsH","Clustered",1234,0,"NO",NA,"SUBSURFACE",0,0,3,1,4,0,0,1,0,1,0,0,133,136,0,6,300,147,424,116,0,60,263,251
"DNA_vOTU_2942",6027,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1148,0,"NO",NA,"SURFACE",1,0,0,1,0,2,1,0,0,1,0,0,0,1,300,0,3,3,2,1,550,2,0,0
"DNA_vOTU_6175",6026,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1701,0,"NO",NA,"SUBSURFACE",2,9,89,242,181,21,4,3,15,120,65,9,1894,1290,76,1987,4891,3235,2302,1153,35,3880,4524,3074
"DNA_vOTU_8026",6026,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Singleton",NA,NA,NA,NA,NA,244,220,63,82,115,223,493,168,30,50,85,102,39,20,38,51,21,31,10,6,33,32,13,27
"DNA_vOTU_4755",6024,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,5,0,8,7,2,8,4,0,2,4,0,3,216,6,0,3,7,0,1,3,1,1,2,3
"DNA_vOTU_2355",6023,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1243,0,"NO",NA,"SURFACE",4,0,5,9,7,7,3,2,4,4,3,0,3,15,193,69,12,0,13,13,399,17,1,16
"DNA_vOTU_3108",6021,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,6,8,20,4,17,24,6,3,4,2,7,4,61,43,6,3,138,255,8,5,3,2,44,59
"DNA_vOTU_3955",6021,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,3,5,2,0,1,0,0,2,0,0,413,221,2,4,3,87,125,9,0,2,7,2899
"DNA_vOTU_3956",6021,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",671,0,"NO",NA,"SUBSURFACE",0,0,6,0,0,2,1,2,2,0,1,0,254,134,0,3,0,42,68,5,0,0,2,1673
"DNA_vOTU_6470",6021,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,192,318,566,909,819,318,252,448,411,780,452,265,345,441,330,491,816,504,317,234,213,555,693,324
"DNA_vOTU_8886",6019,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,84,109,4,0,55,122,246,83,4,1,21,61,0,1,0,0,1,0,0,0,2,0,0,0
"DNA_vOTU_125",6018,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","WIsH","Singleton",NA,NA,NA,NA,NA,172,167,325,613,373,192,191,135,59,370,168,47,824,463,234,478,354,708,355,426,84,483,339,929
"DNA_vOTU_7500",6018,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae",NA,"WIsH","Clustered",772,0,"NO","SUBSURFACE",NA,121,62,36,26,51,150,264,171,11,16,57,168,14,13,17,36,8,14,5,12,3,15,20,12
"DNA_vOTU_1991",6017,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Propionibacteriaceae","Microlunatus","WIsH","Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",6055,2547,58,357,629,2368,4182,2595,11,97,2246,1528,200,114,16,82,132,400,341,90,12,60,75,302
"DNA_vOTU_10131",6017,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",423,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_5325",6016,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,0,20,89,23,35,2,2,4,10,203,13,1,2,4,9,9,6,1,3,7,3,4,3
"DNA_vOTU_8730",6016,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",61,108,775,609,586,107,68,60,605,352,443,51,60,138,1447,318,364,84,79,77,1457,253,148,41
"DNA_vOTU_9552",6016,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",0,3,11,0,0,7,2,1,0,3,5,0,8,17,118,307,14,4,5,3,116,88,14,6
"DNA_vOTU_1034",6015,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",600,0,"NO","SUBSURFACE",NA,1638,935,64,169,255,718,1074,1039,17,56,796,433,114,78,16,48,49,274,601,44,18,29,57,192
"DNA_vOTU_3600",6015,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Mycobacteriaceae","Mycobacterium","WIsH","Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",6192,3235,167,561,1113,3048,4743,3844,74,398,2544,1637,954,443,48,161,284,1611,1631,382,65,80,393,1012
"DNA_vOTU_4186",6015,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",47,104,1039,559,608,111,65,77,549,413,191,73,103,189,397,322,296,121,103,139,372,250,228,140
"DNA_vOTU_3741",6014,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,10,13,24,248,23,32,18,10,8,266,11,4,18,12,2,66,2,11,10,13,3,20,6,3
"DNA_vOTU_4258",6014,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1486,0,"NO",NA,NA,5,9,309,1062,954,21,9,2,74,423,956,8,213,229,110,515,201,482,136,59,90,245,489,411
"DNA_vOTU_5388",6014,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1603,0,"NO","SUBSURFACE",NA,209,53,27,51,57,286,818,134,4,23,19,7,4,9,16,11,27,8,8,8,13,13,5,10
"DNA_vOTU_724",6013,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",10,9,22,107,262,81,15,13,6,105,282,58,7,9,2,24,68,14,4,11,1,54,43,8
"DNA_vOTU_4715",6013,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1101,0,"NO",NA,NA,2,5,16,8,20,11,0,1,0,3,5,1,7,4,1,6,2,4,10,11,1,207,4,2
"DNA_vOTU_7729",6013,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1742,0,"NO",NA,"SURFACE",4,5,1,3,15,13,3,4,4,0,4,0,10,8,439,69,7,0,4,3,127,20,10,2
"DNA_vOTU_9967",6013,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,60,96,5,102,611,258,78,64,3,139,266,37,4,2,4,1,6,6,3,7,2,6,5,2
"DNA_vOTU_2666",6012,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",644,0,"NO",NA,NA,357,479,97,131,32,131,120,271,105,68,35,23,0,0,0,3,5,0,2,2,0,1,0,0
"DNA_vOTU_8520",6012,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",821,0,"NO",NA,"SUBSURFACE",0,2,2,2,6,0,3,0,1,3,5,0,228,77,2,0,1,390,36,33,2,1,13,287
"DNA_vOTU_10118",6012,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,361,414,187,248,589,528,342,1013,181,205,347,338,502,431,196,254,689,617,288,253,124,293,407,351
"DNA_vOTU_6302",6011,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",429,0,"NO",NA,NA,35,56,41,118,238,125,44,90,22,128,290,67,77,113,103,299,239,246,143,41,39,113,248,255
"DNA_vOTU_767",6010,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",259,156,171,70,44,26,121,127,149,45,19,12,19,65,202,90,82,38,46,63,179,56,43,51
"DNA_vOTU_949",6010,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1413,0,"NO",NA,NA,3,14,107,1506,309,24,2,12,17,718,251,1,3,7,4,4,6,4,2,4,1,1,2,5
"DNA_vOTU_8368",6010,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1771,0,"NO",NA,"SURFACE",6,4,3,2,6,10,0,0,0,3,2,0,15,20,474,30,41,5,2,2,353,12,9,6
"DNA_vOTU_6365",6009,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Acidobacteriota","Solibacteres","Solibacterales","Solibacteraceae",NA,"WIsH","Clustered",706,0,"NO",NA,NA,12,19,27,16,43,33,16,4,17,13,17,3,16,17,9,48,274,22,4,14,15,64,101,7
"DNA_vOTU_9743",6009,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",286,221,548,470,1677,1563,521,105,134,268,365,927,9,6,14,0,24,5,2,0,20,0,0,0
"DNA_vOTU_853",6008,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",430,0,"NO",NA,NA,38,55,42,85,183,125,47,43,23,26,367,31,36,24,25,114,45,55,8,21,26,22,40,46
"DNA_vOTU_1215",6008,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,13,5,12,25,120,30,9,3,4,10,143,151,3,5,6,7,5,9,5,1,1,2,6,11
"DNA_vOTU_3933",6008,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,3,8,229,148,75,4,0,1,16,74,26,3,211,192,218,2960,244,160,122,94,50,838,77,126
"DNA_vOTU_3957",6008,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1221,0,"NO",NA,"SUBSURFACE",0,0,0,0,5,4,0,1,1,0,0,0,212,120,3,0,0,36,45,12,2,0,6,1411
"DNA_vOTU_571",6007,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1619,0,"NO",NA,"SUBSURFACE",0,5,4,17,10,7,2,0,2,6,13,0,64,133,3,2,46,21,330,189,5,2,25,321
"DNA_vOTU_6689",6007,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1508,0,"NO",NA,"SUBSURFACE",4,9,109,549,135,9,3,5,37,316,97,4,1069,867,105,845,2779,1946,1289,510,44,1900,2102,1839
"DNA_vOTU_9282",6005,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",447,0,"NO",NA,"SUBSURFACE",4,4,38,343,72,7,4,3,17,206,54,14,673,464,33,620,1853,1171,680,410,6,1514,1390,1103
"DNA_vOTU_4062",6004,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",2,0,7,29,31,3,10,2,7,38,12,1,117,150,9,195,372,300,200,112,2,183,314,278
"DNA_vOTU_10043",6004,"ssDNA","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",398,0,"NO",NA,"SURFACE",2,8,10,29,56,11,0,2,1,5,12,4,8,6,94,258,27,6,4,4,38,51,17,5
"DNA_vOTU_1216",6003,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",777,0,"NO","SUBSURFACE",NA,129,74,19,28,40,243,174,76,6,19,223,198,4,11,3,3,34,14,5,0,4,10,6,6
"DNA_vOTU_4363",6003,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",615,0,"NO",NA,"SUBSURFACE",3,7,11,9,5,8,10,2,3,6,8,2,369,243,4,180,925,505,277,117,2,552,624,531
"DNA_vOTU_9178",6003,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1820,0,"NO",NA,NA,5,2,73,2437,598,61,18,20,23,80,223,65,261,238,62,405,572,664,331,97,55,314,564,643
"DNA_vOTU_8521",6000,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1749,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_552",5999,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Singleton",NA,NA,NA,NA,NA,332,223,72,54,97,168,535,127,23,13,29,35,10,9,23,24,35,21,6,12,11,11,16,13
"DNA_vOTU_8447",5999,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Vulgatibacteraceae","Vulgatibacter","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,846,506,31,31,44,106,2018,414,8,10,13,22,10,8,17,18,18,10,8,4,5,8,3,6
"DNA_vOTU_9231",5999,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Singleton",NA,NA,NA,NA,NA,30,20,43,49,75,66,28,11,11,11,20,11,82,77,25,16,226,183,38,15,5,10,17,141
"DNA_vOTU_5996",5998,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",1060,0,"NO",NA,"SUBSURFACE",18,23,46,50,45,61,40,10,8,22,26,7,139,227,10,12,67,239,220,150,6,8,100,285
"DNA_vOTU_7620",5998,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,19,16,16,22,235,71,49,84,20,14,145,117,8,8,13,8,43,23,10,10,12,12,27,21
"DNA_vOTU_9577",5998,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",4,11,25,64,18,21,13,0,6,9,7,1,7,3,1,6,4,37,295,12,3,2,46,103
"DNA_vOTU_3856",5996,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",12,26,581,44,18,20,7,11,371,23,12,4,11,31,525,90,33,13,11,5,346,46,10,12
"DNA_vOTU_5997",5995,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1178,0,"NO",NA,"SUBSURFACE",7,4,2,20,18,22,37,0,6,17,7,0,1008,1379,1,8,109,442,336,288,0,22,53,383
"DNA_vOTU_8448",5995,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,317,344,47,25,108,345,394,486,7,8,50,100,5,8,13,8,12,12,8,1,12,7,12,6
"DNA_vOTU_10044",5995,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,8,8,51,132,45,23,8,1,16,127,85,8,323,267,65,530,509,590,246,188,34,368,435,325
"DNA_vOTU_7544",5994,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,37,67,455,7301,4982,670,135,153,179,1024,2024,198,599,497,204,882,902,853,392,224,152,579,687,1023
"DNA_vOTU_4260",5993,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","GammaPseudomonadota","Acidifierrobacteriales","Acidifierrobacteriaceae","Sulfurifustis","WIsH","Singleton",NA,NA,NA,NA,NA,26,27,46,49,77,65,27,7,14,21,22,6,55,46,36,40,22,434,19,30,10,28,65,42
"DNA_vOTU_6074",5993,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kibdelosporangium","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,130,418,38,29,45,78,336,533,14,13,16,29,9,8,8,5,11,15,5,1,13,9,6,12
"DNA_vOTU_6377",5993,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,0,0,1,0,1,2,0,0,3,0,5,0,193,109,0,0,0,36,50,11,2,0,0,1440
"DNA_vOTU_7672",5993,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia",NA,NA,NA,"CRISPR spacer (MAG)","Outlier",NA,NA,"YES","SUBSURFACE",NA,2265,2367,40,25,52,5641,1598,1675,6,16,23,592,5,7,7,12,18,12,5,4,17,2,11,11
"DNA_vOTU_9889",5993,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Singleton",NA,NA,NA,NA,NA,83,394,67,45,93,104,42,906,13,21,48,24,18,25,15,18,21,21,18,8,11,17,16,12
"DNA_vOTU_1118",5992,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia",NA,NA,NA,"CRISPR spacer (MAG)","Clustered",699,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_1221",5992,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",626,0,"NO",NA,"SUBSURFACE",5,2,15,10,7,12,2,2,2,13,5,0,104,81,0,48,448,457,875,99,1,176,251,318
"DNA_vOTU_4001",5992,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",0,1,6,2,0,0,4,1,3,1,3,0,113,59,0,0,0,30,24,6,2,4,1,788
"DNA_vOTU_6967",5992,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Singleton",NA,NA,NA,NA,NA,182,131,314,428,400,276,143,151,127,386,285,105,253,257,193,390,496,540,208,156,150,240,307,340
