sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage1_R_80_16_scaffold_138_AbiEii_37	AbiEii	AbiEii	Sage1_R_80_16_scaffold_138_17	Sage1_R_80_16_scaffold_138_18	Sage1_R_80_16_scaffold_138_17,Sage1_R_80_16_scaffold_138_18	2	AbiEi_4,AbiEii
Sage1_R_80_16_scaffold_153_Nhi_98	Nhi	Nhi	Sage1_R_80_16_scaffold_153_84	Sage1_R_80_16_scaffold_153_84	Sage1_R_80_16_scaffold_153_84	1	Nhi_2
Sage1_R_80_16_scaffold_209_AbiEii_38	AbiEii	AbiEii	Sage1_R_80_16_scaffold_209_76	Sage1_R_80_16_scaffold_209_77	Sage1_R_80_16_scaffold_209_76,Sage1_R_80_16_scaffold_209_77	2	AbiEii,AbiEi_4
Sage1_R_80_16_scaffold_2131_AbiEii_39	AbiEii	AbiEii	Sage1_R_80_16_scaffold_2131_6	Sage1_R_80_16_scaffold_2131_7	Sage1_R_80_16_scaffold_2131_6,Sage1_R_80_16_scaffold_2131_7	2	AbiEii,AbiEi_3
Sage1_R_80_16_scaffold_30190_AbiEii_40	AbiEii	AbiEii	Sage1_R_80_16_scaffold_30190_8	Sage1_R_80_16_scaffold_30190_9	Sage1_R_80_16_scaffold_30190_8,Sage1_R_80_16_scaffold_30190_9	2	AbiEi_1,AbiEii
Sage1_R_80_16_scaffold_3239_Gabija_73	Gabija	Gabija	Sage1_R_80_16_scaffold_3239_6	Sage1_R_80_16_scaffold_3239_7	Sage1_R_80_16_scaffold_3239_6,Sage1_R_80_16_scaffold_3239_7	2	GajB_2,GajA
Sage1_R_80_16_scaffold_3826_AbiEii_41	AbiEii	AbiEii	Sage1_R_80_16_scaffold_3826_6	Sage1_R_80_16_scaffold_3826_7	Sage1_R_80_16_scaffold_3826_6,Sage1_R_80_16_scaffold_3826_7	2	AbiEi_4,AbiEii
Sage1_R_80_16_scaffold_503_Kiwa_123	Kiwa	Kiwa	Sage1_R_80_16_scaffold_503_47	Sage1_R_80_16_scaffold_503_48	Sage1_R_80_16_scaffold_503_47,Sage1_R_80_16_scaffold_503_48	2	KwaB,KwaA
Sage1_R_80_16_scaffold_63247_Shedu_87	Shedu	Shedu	Sage1_R_80_16_scaffold_63247_2	Sage1_R_80_16_scaffold_63247_2	Sage1_R_80_16_scaffold_63247_2	1	SduA
Sage1_R_80_16_scaffold_8143_Gabija_74	Gabija	Gabija	Sage1_R_80_16_scaffold_8143_3	Sage1_R_80_16_scaffold_8143_4	Sage1_R_80_16_scaffold_8143_3,Sage1_R_80_16_scaffold_8143_4	2	GajA,GajB_2
Sage1_R_80_16_scaffold_9575_AbiEii_3	AbiEii	AbiEii	Sage1_R_80_16_scaffold_9575_5	Sage1_R_80_16_scaffold_9575_6	Sage1_R_80_16_scaffold_9575_5,Sage1_R_80_16_scaffold_9575_6	2	AbiEii,AbiEi_2
Sage2_L_100_16_scaffold_11947_Shedu_88	Shedu	Shedu	Sage2_L_100_16_scaffold_11947_8	Sage2_L_100_16_scaffold_11947_8	Sage2_L_100_16_scaffold_11947_8	1	SduA
Sage2_L_100_16_scaffold_13431_Gao_TerY_104	Gao_TerY	Gao_TerY	Sage2_L_100_16_scaffold_13431_20	Sage2_L_100_16_scaffold_13431_22	Sage2_L_100_16_scaffold_13431_20,Sage2_L_100_16_scaffold_13431_21,Sage2_L_100_16_scaffold_13431_22	3	TerYC,TerYB,TerYA
Sage2_L_100_16_scaffold_185_AbiEii_42	AbiEii	AbiEii	Sage2_L_100_16_scaffold_185_8	Sage2_L_100_16_scaffold_185_9	Sage2_L_100_16_scaffold_185_8,Sage2_L_100_16_scaffold_185_9	2	AbiEi_1,AbiEii
Sage2_L_100_16_scaffold_198_AbiEii_43	AbiEii	AbiEii	Sage2_L_100_16_scaffold_198_22	Sage2_L_100_16_scaffold_198_23	Sage2_L_100_16_scaffold_198_22,Sage2_L_100_16_scaffold_198_23	2	AbiEi_4,AbiEii
Sage2_L_100_16_scaffold_21328_Gao_TerY_105	Gao_TerY	Gao_TerY	Sage2_L_100_16_scaffold_21328_4	Sage2_L_100_16_scaffold_21328_7	Sage2_L_100_16_scaffold_21328_4,Sage2_L_100_16_scaffold_21328_5,Sage2_L_100_16_scaffold_21328_6,Sage2_L_100_16_scaffold_21328_7	4	TerYC,TerYB,TerYA,TerYA
Sage2_L_100_16_scaffold_22099_Shedu_89	Shedu	Shedu	Sage2_L_100_16_scaffold_22099_3	Sage2_L_100_16_scaffold_22099_3	Sage2_L_100_16_scaffold_22099_3	1	SduA
Sage2_L_100_16_scaffold_25570_AbiEii_44	AbiEii	AbiEii	Sage2_L_100_16_scaffold_25570_10	Sage2_L_100_16_scaffold_25570_11	Sage2_L_100_16_scaffold_25570_10,Sage2_L_100_16_scaffold_25570_11	2	AbiEi_4,AbiEii
Sage2_L_100_16_scaffold_33768_AbiEii_45	AbiEii	AbiEii	Sage2_L_100_16_scaffold_33768_2	Sage2_L_100_16_scaffold_33768_3	Sage2_L_100_16_scaffold_33768_2,Sage2_L_100_16_scaffold_33768_3	2	AbiEii,AbiEi_4
Sage2_L_100_16_scaffold_454_AbiEii_46	AbiEii	AbiEii	Sage2_L_100_16_scaffold_454_40	Sage2_L_100_16_scaffold_454_41	Sage2_L_100_16_scaffold_454_40,Sage2_L_100_16_scaffold_454_41	2	AbiEi_1,AbiEii
Sage2_L_100_16_scaffold_992_AbiEii_47	AbiEii	AbiEii	Sage2_L_100_16_scaffold_992_29	Sage2_L_100_16_scaffold_992_30	Sage2_L_100_16_scaffold_992_29,Sage2_L_100_16_scaffold_992_30	2	AbiEi_4,AbiEii
Sage2_L_115_16_scaffold_3_AbiEii_48	AbiEii	AbiEii	Sage2_L_115_16_scaffold_3_10	Sage2_L_115_16_scaffold_3_11	Sage2_L_115_16_scaffold_3_10,Sage2_L_115_16_scaffold_3_11	2	AbiEii,AbiEi_4
Sage2_L_115_16_scaffold_36_Shedu_90	Shedu	Shedu	Sage2_L_115_16_scaffold_36_66	Sage2_L_115_16_scaffold_36_66	Sage2_L_115_16_scaffold_36_66	1	SduA
Sage2_L_115_16_scaffold_63_Gabija_75	Gabija	Gabija	Sage2_L_115_16_scaffold_63_5	Sage2_L_115_16_scaffold_63_6	Sage2_L_115_16_scaffold_63_5,Sage2_L_115_16_scaffold_63_6	2	GajB_2,GajA
Sage2_L_115_16_scaffold_7949_AbiEii_49	AbiEii	AbiEii	Sage2_L_115_16_scaffold_7949_4	Sage2_L_115_16_scaffold_7949_5	Sage2_L_115_16_scaffold_7949_4,Sage2_L_115_16_scaffold_7949_5	2	AbiEi_4,AbiEii
Sage2_L_115_16_scaffold_96975_AbiEii_50	AbiEii	AbiEii	Sage2_L_115_16_scaffold_96975_5	Sage2_L_115_16_scaffold_96975_6	Sage2_L_115_16_scaffold_96975_5,Sage2_L_115_16_scaffold_96975_6	2	AbiEii,AbiEi_1
Sage2_L_20_16_scaffold_38150_AbiEii_51	AbiEii	AbiEii	Sage2_L_20_16_scaffold_38150_5	Sage2_L_20_16_scaffold_38150_6	Sage2_L_20_16_scaffold_38150_5,Sage2_L_20_16_scaffold_38150_6	2	AbiEii,AbiEi_4
Sage2_L_20_16_scaffold_5730_AbiEii_52	AbiEii	AbiEii	Sage2_L_20_16_scaffold_5730_19	Sage2_L_20_16_scaffold_5730_20	Sage2_L_20_16_scaffold_5730_19,Sage2_L_20_16_scaffold_5730_20	2	AbiEii,AbiEi_1
Sage2_L_40_16_scaffold_1408_Gao_TerY_106	Gao_TerY	Gao_TerY	Sage2_L_40_16_scaffold_1408_5	Sage2_L_40_16_scaffold_1408_8	Sage2_L_40_16_scaffold_1408_5,Sage2_L_40_16_scaffold_1408_6,Sage2_L_40_16_scaffold_1408_7,Sage2_L_40_16_scaffold_1408_8	4	TerYA,TerYA,TerYB,TerYC
Sage2_L_40_16_scaffold_24947_AbiEii_53	AbiEii	AbiEii	Sage2_L_40_16_scaffold_24947_2	Sage2_L_40_16_scaffold_24947_3	Sage2_L_40_16_scaffold_24947_2,Sage2_L_40_16_scaffold_24947_3	2	AbiEii,AbiEi_4
Sage2_L_40_16_scaffold_37194_Gabija_126	Gabija	Gabija	Sage2_L_40_16_scaffold_37194_6	Sage2_L_40_16_scaffold_37194_7	Sage2_L_40_16_scaffold_37194_6,Sage2_L_40_16_scaffold_37194_7	2	GajB_3,GajA
Sage2_L_60_16_scaffold_2263_DISARM_2_67	DISARM	DISARM_2	Sage2_L_60_16_scaffold_2263_8	Sage2_L_60_16_scaffold_2263_14	Sage2_L_60_16_scaffold_2263_8,Sage2_L_60_16_scaffold_2263_9,Sage2_L_60_16_scaffold_2263_10,Sage2_L_60_16_scaffold_2263_12,Sage2_L_60_16_scaffold_2263_14	5	drmA,drmB,drmC,drmMII,drmMII
Sage2_L_60_16_scaffold_400987_AbiEii_54	AbiEii	AbiEii	Sage2_L_60_16_scaffold_400987_1	Sage2_L_60_16_scaffold_400987_2	Sage2_L_60_16_scaffold_400987_1,Sage2_L_60_16_scaffold_400987_2	2	AbiEi_4,AbiEii
Sage2_L_60_16_scaffold_4379_Kiwa_124	Kiwa	Kiwa	Sage2_L_60_16_scaffold_4379_2	Sage2_L_60_16_scaffold_4379_3	Sage2_L_60_16_scaffold_4379_2,Sage2_L_60_16_scaffold_4379_3	2	KwaA,KwaB
Sage2_L_60_16_scaffold_5322_DISARM_1_68	DISARM	DISARM_1	Sage2_L_60_16_scaffold_5322_1	Sage2_L_60_16_scaffold_5322_6	Sage2_L_60_16_scaffold_5322_1,Sage2_L_60_16_scaffold_5322_2,Sage2_L_60_16_scaffold_5322_3,Sage2_L_60_16_scaffold_5322_5,Sage2_L_60_16_scaffold_5322_6	5	drmC,drmB,drmA,drmMI,drmD
Sage2_L_60_16_scaffold_6741_AbiEii_55	AbiEii	AbiEii	Sage2_L_60_16_scaffold_6741_9	Sage2_L_60_16_scaffold_6741_10	Sage2_L_60_16_scaffold_6741_9,Sage2_L_60_16_scaffold_6741_10	2	AbiEii,AbiEi_4
Sage2_L_60_16_scaffold_958_Nhi_99	Nhi	Nhi	Sage2_L_60_16_scaffold_958_22	Sage2_L_60_16_scaffold_958_22	Sage2_L_60_16_scaffold_958_22	1	Nhi_2
Sage2_L_80_16_scaffold_1073_Lit_116	Lit	Lit	Sage2_L_80_16_scaffold_1073_4	Sage2_L_80_16_scaffold_1073_4	Sage2_L_80_16_scaffold_1073_4	1	Lit
Sage2_L_80_16_scaffold_19146_Lamassu-Fam_110	Lamassu-Fam	Lamassu-Fam	Sage2_L_80_16_scaffold_19146_1	Sage2_L_80_16_scaffold_19146_2	Sage2_L_80_16_scaffold_19146_1,Sage2_L_80_16_scaffold_19146_2	2	LmuB_SMC_Lipase,LmuA_effector_Cap4_nuclease_II
Sage2_L_80_16_scaffold_2360_AbiEii_56	AbiEii	AbiEii	Sage2_L_80_16_scaffold_2360_18	Sage2_L_80_16_scaffold_2360_19	Sage2_L_80_16_scaffold_2360_18,Sage2_L_80_16_scaffold_2360_19	2	AbiEii,AbiEi_4
Sage2_L_80_16_scaffold_2762_AbiEii_57	AbiEii	AbiEii	Sage2_L_80_16_scaffold_2762_14	Sage2_L_80_16_scaffold_2762_15	Sage2_L_80_16_scaffold_2762_14,Sage2_L_80_16_scaffold_2762_15	2	AbiEi_4,AbiEii
Sage2_L_80_16_scaffold_30031_Nhi_100	Nhi	Nhi	Sage2_L_80_16_scaffold_30031_3	Sage2_L_80_16_scaffold_30031_3	Sage2_L_80_16_scaffold_30031_3	1	Nhi_2
Sage2_L_80_16_scaffold_531_dCTPdeaminase_118	dCTPdeaminase	dCTPdeaminase	Sage2_L_80_16_scaffold_531_5	Sage2_L_80_16_scaffold_531_5	Sage2_L_80_16_scaffold_531_5	1	dCTPdeaminase
Sage2_L_80_16_scaffold_61_Lamassu-Fam_111	Lamassu-Fam	Lamassu-Fam	Sage2_L_80_16_scaffold_61_95	Sage2_L_80_16_scaffold_61_97	Sage2_L_80_16_scaffold_61_95,Sage2_L_80_16_scaffold_61_96,Sage2_L_80_16_scaffold_61_97	3	LmuA_effector_Cap4_nuclease_II,LmuC_acc_Cap4_nuclease,LmuB_SMC_Cap4_nuclease_II
Sage2_R_115_16_scaffold_183423_AbiEii_58	AbiEii	AbiEii	Sage2_R_115_16_scaffold_183423_2	Sage2_R_115_16_scaffold_183423_3	Sage2_R_115_16_scaffold_183423_2,Sage2_R_115_16_scaffold_183423_3	2	AbiEii,AbiEi_1
Sage2_R_20_16_scaffold_10951_AbiEii_59	AbiEii	AbiEii	Sage2_R_20_16_scaffold_10951_3	Sage2_R_20_16_scaffold_10951_4	Sage2_R_20_16_scaffold_10951_3,Sage2_R_20_16_scaffold_10951_4	2	AbiEi_4,AbiEii
Sage2_R_20_16_scaffold_17515_AbiEii_60	AbiEii	AbiEii	Sage2_R_20_16_scaffold_17515_5	Sage2_R_20_16_scaffold_17515_6	Sage2_R_20_16_scaffold_17515_5,Sage2_R_20_16_scaffold_17515_6	2	AbiEi_1,AbiEii
Sage2_R_60_16_scaffold_0_Shedu_69	Shedu	Shedu	Sage2_R_60_16_scaffold_0_254	Sage2_R_60_16_scaffold_0_254	Sage2_R_60_16_scaffold_0_254	1	SduA
Sage2_R_60_16_scaffold_10_AbiEii_4	AbiEii	AbiEii	Sage2_R_60_16_scaffold_10_79	Sage2_R_60_16_scaffold_10_80	Sage2_R_60_16_scaffold_10_79,Sage2_R_60_16_scaffold_10_80	2	AbiEii,AbiEi_2
Sage2_R_60_16_scaffold_1028_Nhi_101	Nhi	Nhi	Sage2_R_60_16_scaffold_1028_8	Sage2_R_60_16_scaffold_1028_8	Sage2_R_60_16_scaffold_1028_8	1	Nhi_2
Sage2_R_60_16_scaffold_1029_AbiEii_61	AbiEii	AbiEii	Sage2_R_60_16_scaffold_1029_2	Sage2_R_60_16_scaffold_1029_3	Sage2_R_60_16_scaffold_1029_2,Sage2_R_60_16_scaffold_1029_3	2	AbiEii,AbiEi_1
Sage2_R_60_16_scaffold_1346_AbiEii_62	AbiEii	AbiEii	Sage2_R_60_16_scaffold_1346_14	Sage2_R_60_16_scaffold_1346_16	Sage2_R_60_16_scaffold_1346_14,Sage2_R_60_16_scaffold_1346_16	2	AbiEi_4,AbiEii
Sage2_R_60_16_scaffold_16233_Kiwa_125	Kiwa	Kiwa	Sage2_R_60_16_scaffold_16233_2	Sage2_R_60_16_scaffold_16233_3	Sage2_R_60_16_scaffold_16233_2,Sage2_R_60_16_scaffold_16233_3	2	KwaB,KwaA
Sage2_R_60_16_scaffold_165_AbiEii_5	AbiEii	AbiEii	Sage2_R_60_16_scaffold_165_10	Sage2_R_60_16_scaffold_165_11	Sage2_R_60_16_scaffold_165_10,Sage2_R_60_16_scaffold_165_11	2	AbiEi_2,AbiEii
Sage2_R_60_16_scaffold_1969_Rst_HelicaseDUF2290_113	Rst_HelicaseDUF2290	Rst_HelicaseDUF2290	Sage2_R_60_16_scaffold_1969_7	Sage2_R_60_16_scaffold_1969_8	Sage2_R_60_16_scaffold_1969_7,Sage2_R_60_16_scaffold_1969_8	2	DUF2290_Pers,Helicase
Sage2_R_60_16_scaffold_27_dCTPdeaminase_129	dCTPdeaminase	dCTPdeaminase	Sage2_R_60_16_scaffold_27_93	Sage2_R_60_16_scaffold_27_93	Sage2_R_60_16_scaffold_27_93	1	dCTPdeaminase
Sage2_R_60_16_scaffold_88_Lit_117	Lit	Lit	Sage2_R_60_16_scaffold_88_29	Sage2_R_60_16_scaffold_88_29	Sage2_R_60_16_scaffold_88_29	1	Lit
Sage2_R_80_16_scaffold_143095_Gabija_76	Gabija	Gabija	Sage2_R_80_16_scaffold_143095_1	Sage2_R_80_16_scaffold_143095_2	Sage2_R_80_16_scaffold_143095_1,Sage2_R_80_16_scaffold_143095_2	2	GajA,GajB_2
Sage2_R_80_16_scaffold_39608_AbiEii_63	AbiEii	AbiEii	Sage2_R_80_16_scaffold_39608_3	Sage2_R_80_16_scaffold_39608_4	Sage2_R_80_16_scaffold_39608_3,Sage2_R_80_16_scaffold_39608_4	2	AbiEii,AbiEi_1
Sage1_L_100_16_scaffold_12324_PsyrTA_53	PsyrTA	PsyrTA	Sage1_L_100_16_scaffold_12324_5	Sage1_L_100_16_scaffold_12324_6	Sage1_L_100_16_scaffold_12324_5,Sage1_L_100_16_scaffold_12324_6	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_L_100_16_scaffold_124_Septu_14	Septu	Septu	Sage1_L_100_16_scaffold_124_72	Sage1_L_100_16_scaffold_124_73	Sage1_L_100_16_scaffold_124_72,Sage1_L_100_16_scaffold_124_73	2	PtuA,PtuB
Sage1_L_100_16_scaffold_29619_Wadjet_I_31	Wadjet	Wadjet_I	Sage1_L_100_16_scaffold_29619_1	Sage1_L_100_16_scaffold_29619_3	Sage1_L_100_16_scaffold_29619_1,Sage1_L_100_16_scaffold_29619_2,Sage1_L_100_16_scaffold_29619_3	3	JetC_I,JetB_I,JetA_I
Sage1_L_100_16_scaffold_30194_PsyrTA_54	PsyrTA	PsyrTA	Sage1_L_100_16_scaffold_30194_7	Sage1_L_100_16_scaffold_30194_8	Sage1_L_100_16_scaffold_30194_7,Sage1_L_100_16_scaffold_30194_8	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_L_100_16_scaffold_542_PsyrTA_55	PsyrTA	PsyrTA	Sage1_L_100_16_scaffold_542_5	Sage1_L_100_16_scaffold_542_7	Sage1_L_100_16_scaffold_542_5,Sage1_L_100_16_scaffold_542_7	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_L_100_16_scaffold_617_Wadjet_II_91	Wadjet	Wadjet_II	Sage1_L_100_16_scaffold_617_8	Sage1_L_100_16_scaffold_617_11	Sage1_L_100_16_scaffold_617_8,Sage1_L_100_16_scaffold_617_9,Sage1_L_100_16_scaffold_617_10,Sage1_L_100_16_scaffold_617_11	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_L_113_16_scaffold_1554_Wadjet_II_93	Wadjet	Wadjet_II	Sage1_L_113_16_scaffold_1554_44	Sage1_L_113_16_scaffold_1554_47	Sage1_L_113_16_scaffold_1554_44,Sage1_L_113_16_scaffold_1554_45,Sage1_L_113_16_scaffold_1554_46,Sage1_L_113_16_scaffold_1554_47	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_L_113_16_scaffold_166786_Septu_15	Septu	Septu	Sage1_L_113_16_scaffold_166786_2	Sage1_L_113_16_scaffold_166786_3	Sage1_L_113_16_scaffold_166786_2,Sage1_L_113_16_scaffold_166786_3	2	PtuB,PtuA
Sage1_L_113_16_scaffold_22969_ShosTA_56	ShosTA	ShosTA	Sage1_L_113_16_scaffold_22969_2	Sage1_L_113_16_scaffold_22969_3	Sage1_L_113_16_scaffold_22969_2,Sage1_L_113_16_scaffold_22969_3	2	ShosTA_ShosA,ShosTA_ShosT
Sage1_L_113_16_scaffold_2927_PsyrTA_57	PsyrTA	PsyrTA	Sage1_L_113_16_scaffold_2927_11	Sage1_L_113_16_scaffold_2927_12	Sage1_L_113_16_scaffold_2927_11,Sage1_L_113_16_scaffold_2927_12	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_L_113_16_scaffold_53330_Wadjet_I_33	Wadjet	Wadjet_I	Sage1_L_113_16_scaffold_53330_1	Sage1_L_113_16_scaffold_53330_3	Sage1_L_113_16_scaffold_53330_1,Sage1_L_113_16_scaffold_53330_2,Sage1_L_113_16_scaffold_53330_3	3	JetC_I,JetB_I,JetA_I
Sage1_L_40_16_scaffold_13961_AVAST_II_170	AVAST	AVAST_II	Sage1_L_40_16_scaffold_13961_1	Sage1_L_40_16_scaffold_13961_1	Sage1_L_40_16_scaffold_13961_1	1	Avs2A
Sage1_L_40_16_scaffold_16165_PsyrTA_58	PsyrTA	PsyrTA	Sage1_L_40_16_scaffold_16165_4	Sage1_L_40_16_scaffold_16165_5	Sage1_L_40_16_scaffold_16165_4,Sage1_L_40_16_scaffold_16165_5	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_L_40_16_scaffold_17577_Wadjet_II_95	Wadjet	Wadjet_II	Sage1_L_40_16_scaffold_17577_1	Sage1_L_40_16_scaffold_17577_3	Sage1_L_40_16_scaffold_17577_1,Sage1_L_40_16_scaffold_17577_2,Sage1_L_40_16_scaffold_17577_3	3	JetC_II,JetB_II,JetA_II
Sage1_L_40_16_scaffold_343_Wadjet_II_97	Wadjet	Wadjet_II	Sage1_L_40_16_scaffold_343_32	Sage1_L_40_16_scaffold_343_35	Sage1_L_40_16_scaffold_343_32,Sage1_L_40_16_scaffold_343_33,Sage1_L_40_16_scaffold_343_34,Sage1_L_40_16_scaffold_343_35	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_L_40_16_scaffold_358_ShosTA_59	ShosTA	ShosTA	Sage1_L_40_16_scaffold_358_26	Sage1_L_40_16_scaffold_358_27	Sage1_L_40_16_scaffold_358_26,Sage1_L_40_16_scaffold_358_27	2	ShosTA_ShosT,ShosTA_ShosA
Sage1_L_40_16_scaffold_40387_Wadjet_II_99	Wadjet	Wadjet_II	Sage1_L_40_16_scaffold_40387_3	Sage1_L_40_16_scaffold_40387_6	Sage1_L_40_16_scaffold_40387_3,Sage1_L_40_16_scaffold_40387_4,Sage1_L_40_16_scaffold_40387_6	3	JetA_II,JetB_II,JetC_II
Sage1_L_40_16_scaffold_4741_Wadjet_II_101	Wadjet	Wadjet_II	Sage1_L_40_16_scaffold_4741_7	Sage1_L_40_16_scaffold_4741_9	Sage1_L_40_16_scaffold_4741_7,Sage1_L_40_16_scaffold_4741_8,Sage1_L_40_16_scaffold_4741_9	3	JetA_II,JetB_II,JetC_II
Sage1_L_40_16_scaffold_4855_ShosTA_60	ShosTA	ShosTA	Sage1_L_40_16_scaffold_4855_16	Sage1_L_40_16_scaffold_4855_17	Sage1_L_40_16_scaffold_4855_16,Sage1_L_40_16_scaffold_4855_17	2	ShosTA_ShosT,ShosTA_ShosA
Sage1_L_60_16_scaffold_13831_PsyrTA_61	PsyrTA	PsyrTA	Sage1_L_60_16_scaffold_13831_7	Sage1_L_60_16_scaffold_13831_8	Sage1_L_60_16_scaffold_13831_7,Sage1_L_60_16_scaffold_13831_8	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_L_60_16_scaffold_1757_Wadjet_II_103	Wadjet	Wadjet_II	Sage1_L_60_16_scaffold_1757_1	Sage1_L_60_16_scaffold_1757_3	Sage1_L_60_16_scaffold_1757_1,Sage1_L_60_16_scaffold_1757_2,Sage1_L_60_16_scaffold_1757_3	3	JetC_II,JetB_II,JetA_II
Sage1_L_60_16_scaffold_2397_Septu_16	Septu	Septu	Sage1_L_60_16_scaffold_2397_3	Sage1_L_60_16_scaffold_2397_4	Sage1_L_60_16_scaffold_2397_3,Sage1_L_60_16_scaffold_2397_4	2	PtuA,PtuB
Sage1_L_60_16_scaffold_87963_Wadjet_I_35	Wadjet	Wadjet_I	Sage1_L_60_16_scaffold_87963_1	Sage1_L_60_16_scaffold_87963_3	Sage1_L_60_16_scaffold_87963_1,Sage1_L_60_16_scaffold_87963_2,Sage1_L_60_16_scaffold_87963_3	3	JetA_I,JetB_I,JetC_I
Sage1_L_80_16_scaffold_110_ShosTA_62	ShosTA	ShosTA	Sage1_L_80_16_scaffold_110_51	Sage1_L_80_16_scaffold_110_52	Sage1_L_80_16_scaffold_110_51,Sage1_L_80_16_scaffold_110_52	2	ShosTA_ShosT,ShosTA_ShosA
Sage1_L_80_16_scaffold_130_DarTG_1	DarTG	DarTG	Sage1_L_80_16_scaffold_130_70	Sage1_L_80_16_scaffold_130_71	Sage1_L_80_16_scaffold_130_70,Sage1_L_80_16_scaffold_130_71	2	DarT,DarG
Sage1_L_80_16_scaffold_21_Wadjet_I_37	Wadjet	Wadjet_I	Sage1_L_80_16_scaffold_21_55	Sage1_L_80_16_scaffold_21_58	Sage1_L_80_16_scaffold_21_55,Sage1_L_80_16_scaffold_21_56,Sage1_L_80_16_scaffold_21_57,Sage1_L_80_16_scaffold_21_58	4	JetD_I,JetC_I,JetB_I,JetA_I
Sage1_R_100_16_scaffold_10603_Wadjet_II_105	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_10603_1	Sage1_R_100_16_scaffold_10603_4	Sage1_R_100_16_scaffold_10603_1,Sage1_R_100_16_scaffold_10603_2,Sage1_R_100_16_scaffold_10603_3,Sage1_R_100_16_scaffold_10603_4	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_R_100_16_scaffold_10902_Wadjet_II_165	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_10902_1	Sage1_R_100_16_scaffold_10902_3	Sage1_R_100_16_scaffold_10902_1,Sage1_R_100_16_scaffold_10902_2,Sage1_R_100_16_scaffold_10902_3	3	JetB_II,JetC_II,JetD_II
Sage1_R_100_16_scaffold_111_PsyrTA_63	PsyrTA	PsyrTA	Sage1_R_100_16_scaffold_111_45	Sage1_R_100_16_scaffold_111_46	Sage1_R_100_16_scaffold_111_45,Sage1_R_100_16_scaffold_111_46	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_R_100_16_scaffold_1186_Wadjet_II_107	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_1186_26	Sage1_R_100_16_scaffold_1186_29	Sage1_R_100_16_scaffold_1186_26,Sage1_R_100_16_scaffold_1186_27,Sage1_R_100_16_scaffold_1186_28,Sage1_R_100_16_scaffold_1186_29	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_100_16_scaffold_26163_Wadjet_II_109	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_26163_1	Sage1_R_100_16_scaffold_26163_21	Sage1_R_100_16_scaffold_26163_1,Sage1_R_100_16_scaffold_26163_2,Sage1_R_100_16_scaffold_26163_20,Sage1_R_100_16_scaffold_26163_21	4	JetC_II,JetD_II,JetA_II,JetB_II
Sage1_R_100_16_scaffold_31880_PsyrTA_64	PsyrTA	PsyrTA	Sage1_R_100_16_scaffold_31880_3	Sage1_R_100_16_scaffold_31880_4	Sage1_R_100_16_scaffold_31880_3,Sage1_R_100_16_scaffold_31880_4	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_R_100_16_scaffold_4345_Wadjet_II_111	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_4345_16	Sage1_R_100_16_scaffold_4345_19	Sage1_R_100_16_scaffold_4345_16,Sage1_R_100_16_scaffold_4345_17,Sage1_R_100_16_scaffold_4345_18,Sage1_R_100_16_scaffold_4345_19	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_R_100_16_scaffold_4815_Wadjet_II_113	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_4815_5	Sage1_R_100_16_scaffold_4815_8	Sage1_R_100_16_scaffold_4815_5,Sage1_R_100_16_scaffold_4815_6,Sage1_R_100_16_scaffold_4815_7,Sage1_R_100_16_scaffold_4815_8	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_R_100_16_scaffold_795_ShosTA_65	ShosTA	ShosTA	Sage1_R_100_16_scaffold_795_43	Sage1_R_100_16_scaffold_795_44	Sage1_R_100_16_scaffold_795_43,Sage1_R_100_16_scaffold_795_44	2	ShosTA_ShosA,ShosTA_ShosT
Sage1_R_100_16_scaffold_8533_PsyrTA_66	PsyrTA	PsyrTA	Sage1_R_100_16_scaffold_8533_4	Sage1_R_100_16_scaffold_8533_5	Sage1_R_100_16_scaffold_8533_4,Sage1_R_100_16_scaffold_8533_5	2	PsyrTA_PsyrT,PsyrTA_PsyrA
