Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MN234203,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MN234204,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN234205,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN234206,preVC_2410,Clustered,VC_2410_0,2,0.2969,0.94178001,2.449489743,0.2796,1
MN234207,preVC_490,Clustered,VC_490_0,7,0.3947,1,4.130162624,0.3947,1
MN234208,preVC_1899,Clustered,VC_1899_0,26,0.7532,1,5.898339702,0.7532,1
MN234209,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN234210,,Overlap (VC_1125/VC_1982),,,,,,,
MN234211,preVC_2410,Clustered,VC_2410_0,2,0.2969,0.94178001,2.449489743,0.2796,1
MN234212,preVC_90,Clustered,VC_90_18,4,0.0128,0.99990482,8.404749669,0.0128,0.6667
MN234213,preVC_1961,Clustered,VC_1961_0,6,0.4846,1,4.061577791,0.4846,1
MN234214,preVC_1982,Clustered,VC_1982_0,16,0.9841,1,5.129888022,0.9841,1
MN234215,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN234216,,Singleton,,,,,,,
MN234217,preVC_1974,Clustered,VC_1974_0,11,0.9847,1,2.131513,0.9847,1
MN234218,,Overlap (VC_169/VC_171),,,,,,,
MN234219,preVC_1837,Clustered,VC_1837_0,8,0.1077,1,5.565483851,0.1077,1
MN234220,preVC_490,Clustered,VC_490_0,7,0.3947,1,4.130162624,0.3947,1
MN234221,preVC_1124,Clustered,VC_1124_0,20,0.6758,1,5.475747194,0.6758,1
MN234222,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN234223,preVC_1842,Clustered,VC_1842_0,36,0.9572,1,2.422103469,0.9572,1
MN234224,preVC_1974,Clustered,VC_1974_0,11,0.9847,1,2.131513,0.9847,1
MN234225,preVC_173,Clustered,VC_173_0,30,0.9225,1,1.070945327,0.9225,1
MN234226,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN234227,preVC_489,Clustered,VC_489_0,20,0.817,1,2.332027872,0.817,1
MN234228,preVC_1889,Clustered,VC_1889_0,27,0.5438,1,3.944307973,0.5438,1
MN234229,,Overlap (VC_1125/VC_1982),,,,,,,
MN234230,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN234231,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN234232,preVC_490,Clustered,VC_490_0,7,0.3947,1,4.130162624,0.3947,1
MN234233,preVC_2085,Clustered,VC_2085_0,3,0.9015,0.98964986,0,0.8922,1
MN234234,preVC_1964,Clustered,VC_1964_0,18,0.8977,1,2.891913438,0.8977,1
MN234235,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN234236,preVC_164,Clustered,VC_164_0,5,0.119,0.99999997,6.167204861,0.119,1
MN241318,preVC_0,Clustered,VC_0_1,13,0.3756,1,6.742661715,0.3756,1
MN252582,preVC_2031,Clustered,VC_2031_0,33,0.7431,1,4.485532663,0.7431,1
MN263053,preVC_2310,Clustered,VC_2310_0,5,1,1,2.301171671,1,1
MN266305,,Outlier,,,,,,,
MN270258,preVC_338,Clustered,VC_338_1,3,0.0489,0.99851185,5.850945038,0.0488,1
MN270259,preVC_338,Clustered,VC_338_1,3,0.0489,0.99851185,5.850945038,0.0488,1
MN270260,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270261,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270262,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270263,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270264,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270265,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270266,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270267,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270268,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270269,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270270,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270271,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270272,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270273,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270274,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270275,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270276,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270277,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270278,preVC_338,Clustered,VC_338_0,67,0.8612,1,6.621954209,0.8612,0.9199
MN270279,preVC_338,Clustered,VC_338_1,3,0.0489,0.99851185,5.850945038,0.0488,1
MN270887,preVC_2007,Clustered,VC_2007_0,34,0.9991,1,4.420976416,0.9991,1
MN270888,preVC_2007,Clustered,VC_2007_0,34,0.9991,1,4.420976416,0.9991,1
MN270889,,Overlap (VC_1933/VC_1934),,,,,,,
MN270890,,Overlap (VC_1933/VC_1934),,,,,,,
MN270891,preVC_1954,Clustered,VC_1954_0,4,0.0978,0.99998675,3.817480309,0.0978,1
MN270892,preVC_1954,Clustered,VC_1954_0,4,0.0978,0.99998675,3.817480309,0.0978,1
MN271656,preVC_2007,Clustered,VC_2007_0,34,0.9991,1,4.420976416,0.9991,1
MN276049,preVC_244,Clustered,VC_244_0,2,0.1338,0.94885565,8.544003745,0.1269,1
MN276192,preVC_178,Clustered,VC_178_30,3,0.0069,0.71564046,8.633000931,0.0049,0.6667
MN284892,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN284893,preVC_107,Clustered,VC_107_1,9,0.233,1,5.212964021,0.233,1
MN284894,preVC_1063,Clustered,VC_1063_0,15,0.9028,1,4.094646794,0.9028,1
MN284895,preVC_36,Clustered,VC_36_3,8,0.1108,1,5.648233634,0.1108,1
MN284896,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN284897,preVC_1979,Clustered,VC_1979_0,16,0.8184,1,4.319560091,0.8184,1
MN284898,preVC_19,Clustered,VC_19_0,17,0.8738,1,4.193231685,0.8738,1
MN284899,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MN284900,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MN284901,preVC_1978,Clustered,VC_1978_0,25,0.4536,1,6.003872982,0.4536,1
MN284902,preVC_1124,Clustered,VC_1124_0,20,0.6758,1,5.475747194,0.6758,1
MN284903,,Outlier,,,,,,,
MN284904,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN284905,preVC_1866,Clustered,VC_1866_1,24,0.1649,1,5.993279863,0.1649,0.9855
MN284906,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN284907,preVC_1991,Clustered,VC_1991_0,22,0.9389,1,5.451971895,0.9389,1
MN284908,preVC_489,Clustered,VC_489_0,20,0.817,1,2.332027872,0.817,1
MN294712,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN296515,preVC_189,Clustered,VC_189_0,17,0.859,1,4.058665191,0.859,1
MN304941,preVC_134,Clustered,VC_134_4,9,0.058,1,5.931305798,0.058,0.9722
MN308080,,Overlap (VC_1886/VC_1887/VC_1908),,,,,,,
MN310541,preVC_17,Clustered,VC_17_0,3,0.045,0.99859227,5.942441726,0.0449,1
MN310542,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN310543,preVC_1978,Clustered,VC_1978_0,25,0.4536,1,6.003872982,0.4536,1
MN310544,preVC_153,Clustered/Singleton,VC_153_50,1,0,1,0,0,1
MN310545,preVC_153,Clustered/Singleton,VC_153_54,1,0,1,0,0,1
MN310546,preVC_2352,Clustered,VC_2352_0,26,0.9049,1,5.190945883,0.9049,1
MN310547,preVC_18,Clustered,VC_18_0,19,0.615,1,3.05291565,0.615,1
MN310548,preVC_153,Clustered/Singleton,VC_153_33,1,0,1,0,0,1
MN310549,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN311487,preVC_2206,Clustered,VC_2206_0,2,0.1208,0.95613564,0,0.1155,1
MN311488,preVC_2205,Clustered,VC_2205_0,37,0.9635,0.93398081,0.804830991,0.8999,1
MN311489,preVC_2205,Clustered,VC_2205_0,37,0.9635,0.93398081,0.804830991,0.8999,1
MN311490,preVC_2205,Clustered,VC_2205_0,37,0.9635,0.93398081,0.804830991,0.8999,1
MN311491,preVC_2205,Clustered,VC_2205_0,37,0.9635,0.93398081,0.804830991,0.8999,1
MN311492,preVC_2206,Clustered,VC_2206_0,2,0.1208,0.95613564,0,0.1155,1
MN311493,preVC_2139,Clustered,VC_2139_0,39,0.9896,0.98571337,1.962392702,0.9754,1
MN313256,preVC_2023,Clustered,VC_2023_0,2,0.2872,0.8335392,8.366600265,0.2394,1
MN316588,preVC_145,Clustered,VC_145_3,4,0.035,0.99992594,8.60744702,0.035,0.6667
MN317029,,Overlap (VC_336/VC_337),,,,,,,
MN327636,,Overlap (VC_1886/VC_1887/VC_1908),,,,,,,
MN329673,preVC_2000,Clustered,VC_2000_0,34,0.8141,1,5.540737935,0.8141,1
MN329674,preVC_1892,Clustered,VC_1892_0,14,1,0,2.790704586,0,1
MN329675,preVC_2128,Clustered,VC_2128_0,37,1,1,5.750547013,1,1
MN329676,preVC_1892,Clustered,VC_1892_0,14,1,0,2.790704586,0,1
MN329677,preVC_2000,Clustered,VC_2000_0,34,0.8141,1,5.540737935,0.8141,1
MN329678,preVC_1905,Clustered,VC_1905_0,53,1,1,5.773409014,1,1
MN329679,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN334766,preVC_2052,Clustered/Singleton,VC_2052_2,1,0,1,0,0,1
MN335165,,Singleton,,,,,,,
MN336261,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN336262,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN336263,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN336264,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MN336265,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MN336266,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MN337573,preVC_189,Clustered,VC_189_0,17,0.859,1,4.058665191,0.859,1
MN337887,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN340231,preVC_40,Clustered,VC_40_0,8,0.1774,1,8.294917994,0.1774,0.8571
MN342150,preVC_5,Clustered,VC_5_11,10,0.0713,1,7.437696589,0.0713,0.8444
MN342151,preVC_1952,Clustered,VC_1952_0,11,0.191,1,5.653213124,0.191,1
MN342247,preVC_189,Clustered,VC_189_0,17,0.859,1,4.058665191,0.859,1
MN364664,preVC_1936,Clustered/Singleton,VC_1936_3,1,0,1,0,0,1
MN369737,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN369738,preVC_106,Clustered/Singleton,VC_106_17,1,0,1,0,0,1
MN369739,preVC_153,Clustered/Singleton,VC_153_18,1,0,1,0,0,1
MN369740,preVC_1988,Clustered,VC_1988_0,37,0.923,1,6.82593214,0.923,0.997
MN369741,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN369742,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN369743,preVC_563,Clustered,VC_563_2,16,0.2563,1,7.478281919,0.2563,0.9417
MN369744,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MN369745,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN369746,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MN369747,preVC_2352,Clustered,VC_2352_0,26,0.9049,1,5.190945883,0.9049,1
MN369748,preVC_13,Clustered,VC_13_0,4,0.0543,0.99998782,3.575315542,0.0543,1
MN369749,preVC_153,Clustered,VC_153_2,2,0.0097,0.9575664,7.071067812,0.0093,1
MN369750,preVC_563,Clustered,VC_563_0,15,0.2468,1,6.554530433,0.2468,0.9905
MN369751,preVC_153,Clustered,VC_153_78,2,0.0147,0.95757069,0,0.0141,1
MN369752,preVC_153,Clustered,VC_153_55,2,0.008,0.95675481,8.717797887,0.0077,1
MN369753,preVC_2014,Clustered,VC_2014_0,30,0.9104,1,6.48377275,0.9104,1
MN369754,preVC_562,Clustered,VC_562_4,4,0.0742,0.99970879,6.661011684,0.0742,1
MN369755,preVC_153,Clustered,VC_153_40,2,0.0087,0.95756689,8.185352772,0.0083,1
MN369756,preVC_19,Clustered,VC_19_0,17,0.8738,1,4.193231685,0.8738,1
MN369757,preVC_563,Clustered,VC_563_0,15,0.2468,1,6.554530433,0.2468,0.9905
MN369758,preVC_175,Clustered,VC_175_0,7,0.1816,1,7.534936507,0.1816,0.619
MN369759,preVC_107,Clustered,VC_107_0,20,0.5717,1,3.61590046,0.5717,1
MN369760,preVC_90,Clustered,VC_90_28,2,0.0047,0.95743858,8.544003745,0.0045,1
MN369761,preVC_38,Clustered,VC_38_0,16,0.776,1,3.030168942,0.776,1
MN369762,preVC_36,Clustered,VC_36_2,9,0.1063,1,6.049578927,0.1063,1
MN369763,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN369764,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN369765,preVC_329,Clustered,VC_329_0,8,0.4378,1,3.345846509,0.4378,1
MN369766,preVC_2014,Clustered,VC_2014_0,30,0.9104,1,6.48377275,0.9104,1
MN379460,,Outlier,,,,,,,
MN379461,,Outlier,,,,,,,
MN379629,preVC_2434,Clustered,VC_2434_0,2,1,1,0,1,1
MN379630,preVC_2209,Clustered,VC_2209_0,8,0.9469,0.99997683,1.884156242,0.9469,1
MN379631,,Outlier,,,,,,,
MN379632,preVC_2124,Clustered/Singleton,VC_2124_0,1,0,1,0,0,1
MN379633,preVC_2174,Clustered,VC_2174_0,7,0.3141,0.87616001,1.995307676,0.2752,1
MN379634,preVC_2192,Clustered,VC_2192_0,6,0.2842,0.99464231,2.030834025,0.2827,1
MN379635,,Overlap (VC_2188/VC_2189),,,,,,,
MN379636,preVC_2434,Clustered,VC_2434_0,2,1,1,0,1,1
MN379637,preVC_2126,Clustered,VC_2126_0,16,0.9046,1,1.403640257,0.9046,1
MN379638,preVC_2230,Clustered,VC_2230_0,11,0.7451,0.99804766,1.429323885,0.7436,1
MN379639,preVC_2435,Clustered,VC_2435_0,2,1,1,0,1,1
MN379640,preVC_2209,Clustered,VC_2209_0,8,0.9469,0.99997683,1.884156242,0.9469,1
MN379641,,Outlier,,,,,,,
MN379642,preVC_2176,Clustered,VC_2176_0,3,0.1633,0.99631382,1.989372928,0.1627,1
MN379643,preVC_2436,Clustered,VC_2436_0,2,1,1,0,1,1
MN379644,,Overlap (VC_2123/VC_2124),,,,,,,
MN379645,preVC_2227,Clustered,VC_2227_0,3,1,1,0.666666667,1,1
MN379646,preVC_2435,Clustered,VC_2435_0,2,1,1,0,1,1
MN379647,preVC_2126,Clustered,VC_2126_0,16,0.9046,1,1.403640257,0.9046,1
MN379648,preVC_2230,Clustered,VC_2230_0,11,0.7451,0.99804766,1.429323885,0.7436,1
MN379649,,Overlap (VC_2123/VC_2124),,,,,,,
MN379650,preVC_2436,Clustered,VC_2436_0,2,1,1,0,1,1
MN379651,preVC_2193,Clustered,VC_2193_0,4,0.2186,0.97974009,2.108946084,0.2142,1
MN379739,preVC_146,Clustered,VC_146_25,14,0.0967,1,7.672293001,0.0967,0.8242
MN379740,preVC_311,Clustered,VC_311_0,27,0.9925,1,3.141304781,0.9925,1
MN379832,preVC_1896,Clustered,VC_1896_0,40,0.6755,1,4.778540881,0.6755,1
MN380459,preVC_1926,Clustered,VC_1926_0,34,0.8791,1,5.134392302,0.8791,1
MN384978,preVC_195,Clustered,VC_195_0,31,0.999,1,4.969338336,0.999,1
MN384979,preVC_5,Clustered/Singleton,VC_5_15,1,0,1,0,0,1
MN385565,preVC_2068,Clustered,VC_2068_0,6,0.8963,0.99995152,0.577350269,0.8962,1
MN393078,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MN393079,preVC_1875,Clustered,VC_1875_0,8,0.2105,1,5.788830105,0.2105,1
MN393473,preVC_189,Clustered,VC_189_0,17,0.859,1,4.058665191,0.859,1
MN395284,preVC_117,Clustered,VC_117_0,8,0.1264,1,5.297544025,0.1264,1
MN395285,preVC_1896,Clustered,VC_1896_0,40,0.6755,1,4.778540881,0.6755,1
MN395286,preVC_1896,Clustered,VC_1896_0,40,0.6755,1,4.778540881,0.6755,1
MN395291,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN399336,,Outlier,,,,,,,
MN402506,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MN414250,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
MN417334,preVC_1845,Clustered,VC_1845_0,2,0.9196,0.72985431,1.732050808,0.6712,1
MN419153,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MN428047,preVC_153,Clustered,VC_153_45,2,0.0136,0.95757893,0,0.013,1
MN428048,,Overlap (VC_169/VC_171),,,,,,,
MN428049,preVC_173,Clustered,VC_173_0,30,0.9225,1,1.070945327,0.9225,1
MN428050,preVC_107,Clustered,VC_107_0,20,0.5717,1,3.61590046,0.5717,1
MN428051,preVC_153,Clustered,VC_153_84,5,0.062,0.99999997,1.516227766,0.062,1
MN428052,preVC_176,Clustered,VC_176_0,20,0.9894,1,3.683169844,0.9894,1
MN428053,,Outlier,,,,,,,
MN428054,preVC_90,Clustered,VC_90_27,14,0.0626,1,8.28677223,0.0626,0.7912
MN428055,,Overlap (VC_169/VC_171),,,,,,,
MN428056,preVC_1892,Clustered,VC_1892_0,14,1,0,2.790704586,0,1
MN428057,,Overlap (VC_169/VC_171),,,,,,,
MN428058,preVC_176,Clustered,VC_176_0,20,0.9894,1,3.683169844,0.9894,1
MN428059,preVC_159,Clustered,VC_159_5,18,0.1016,1,7.62134711,0.1016,0.9281
MN428060,preVC_563,Clustered,VC_563_0,15,0.2468,1,6.554530433,0.2468,0.9905
MN428061,preVC_1892,Clustered,VC_1892_0,14,1,0,2.790704586,0,1
MN428062,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN428063,preVC_2014,Clustered,VC_2014_0,30,0.9104,1,6.48377275,0.9104,1
MN428064,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN428065,preVC_178,Clustered,VC_178_29,2,0.0034,0.63058333,7.483314774,0.0022,1
MN428066,preVC_178,Clustered,VC_178_8,16,0.0546,1,4.982297048,0.0546,0.975
MN432485,preVC_2057,Clustered,VC_2057_0,19,0.5801,1,5.220534311,0.5801,1
MN433707,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN434092,preVC_117,Clustered,VC_117_0,8,0.1264,1,5.297544025,0.1264,1
MN434093,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MN434094,preVC_148,Clustered,VC_148_0,11,0.3025,1,4.402877739,0.3025,1
MN434095,preVC_117,Clustered,VC_117_1,19,0.4102,1,5.960881793,0.4102,1
MN434096,preVC_148,Clustered,VC_148_0,11,0.3025,1,4.402877739,0.3025,1
MN444868,preVC_106,Clustered,VC_106_20,26,0.0952,1,8.229647356,0.0952,0.8308
MN444869,preVC_90,Clustered/Singleton,VC_90_48,1,0,1,0,0,1
MN444870,preVC_1890,Clustered,VC_1890_1,4,0.4654,0.99998432,4.160763636,0.4654,1
MN444871,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN444872,preVC_1842,Clustered,VC_1842_0,36,0.9572,1,2.422103469,0.9572,1
MN444873,preVC_1842,Clustered,VC_1842_0,36,0.9572,1,2.422103469,0.9572,1
MN444874,preVC_1821,Clustered,VC_1821_0,37,0.8158,1,5.707758752,0.8158,1
MN444875,preVC_1836,Clustered,VC_1836_0,49,0.8781,1,1.989448097,0.8781,1
MN444876,preVC_563,Clustered,VC_563_2,16,0.2563,1,7.478281919,0.2563,0.9417
MN444877,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN444878,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN445182,preVC_145,Clustered/Singleton,VC_145_13,1,0,1,0,0,1
MN445183,,Overlap (VC_131/VC_134),,,,,,,
MN445184,preVC_5,Clustered/Singleton,VC_5_24,1,0,1,0,0,1
MN445185,preVC_2011,Clustered,VC_2011_2,15,0.3502,0.99999742,3.954139273,0.3502,1
MN450150,,Outlier,,,,,,,
MN453779,preVC_2132,Clustered,VC_2132_1,3,0.0835,0.97764749,6.554386268,0.0817,1
MN461279,preVC_104,Clustered,VC_104_0,19,0.7668,1,5.624697564,0.7668,1
MN478374,,Outlier,,,,,,,
MN478375,,Overlap (VC_199/VC_200),,,,,,,
MN478376,,Overlap (VC_2033/VC_2034),,,,,,,
MN478377,preVC_148,Clustered/Singleton,VC_148_2,1,0,1,0,0,1
MN478483,preVC_5,Clustered,VC_5_0,6,0.0516,1,7.965947265,0.0516,0.8
MN481365,preVC_1908,Clustered,VC_1908_0,90,0.9706,1,4.155277231,0.9706,1
MN481366,preVC_1908,Clustered,VC_1908_0,90,0.9706,1,4.155277231,0.9706,1
MN481367,preVC_1951,Clustered,VC_1951_0,9,0.0682,1,7.751149743,0.0682,0.9444
MN484599,preVC_563,Clustered,VC_563_0,15,0.2468,1,6.554530433,0.2468,0.9905
MN484600,preVC_1982,Clustered,VC_1982_0,16,0.9841,1,5.129888022,0.9841,1
MN484601,preVC_1614,Clustered,VC_1614_0,3,0.5647,0.99750202,5.97278232,0.5633,1
MN496305,,Outlier,,,,,,,
MN496306,preVC_1860,Clustered,VC_1860_0,39,0.9739,1,4.727179683,0.9739,1
MN496307,preVC_1860,Clustered,VC_1860_0,39,0.9739,1,4.727179683,0.9739,1
MN496308,preVC_1860,Clustered,VC_1860_0,39,0.9739,1,4.727179683,0.9739,1
MN497414,,Outlier,,,,,,,
MN497415,,Outlier,,,,,,,
MN497953,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MN497954,preVC_570,Clustered,VC_570_0,17,0.9735,1,2.970518283,0.9735,1
MN504636,preVC_1794,Clustered,VC_1794_0,2,0.0758,0.95640969,3,0.0725,1
MN505213,,Outlier,,,,,,,
MN508356,,Outlier,,,,,,,
MN508614,preVC_75,Clustered,VC_75_47,2,0.0038,0.92754582,1.732050808,0.0035,1
MN508615,preVC_1863,Clustered,VC_1863_0,25,0.9174,1,7.111134121,0.9174,0.8267
MN508616,preVC_75,Clustered,VC_75_31,2,0.004,0.87316258,1,0.0035,1
MN508617,preVC_75,Clustered,VC_75_31,2,0.004,0.87316258,1,0.0035,1
MN508618,preVC_75,Clustered,VC_75_47,2,0.0038,0.92754582,1.732050808,0.0035,1
MN508619,preVC_125,Clustered,VC_125_0,28,0.9122,1,3.804705222,0.9122,1
MN508620,,Overlap (VC_119/VC_120),,,,,,,
MN508621,preVC_226,Clustered,VC_226_3,18,0.4389,1,6.724992622,0.4389,1
MN508622,preVC_226,Clustered,VC_226_3,18,0.4389,1,6.724992622,0.4389,1
MN508623,preVC_226,Clustered,VC_226_3,18,0.4389,1,6.724992622,0.4389,1
MN508624,preVC_226,Clustered,VC_226_3,18,0.4389,1,6.724992622,0.4389,1
MN508817,preVC_226,Clustered/Singleton,VC_226_4,1,0,1,0,0,1
MN509793,preVC_2092,Clustered,VC_2092_0,20,0.9949,1,5.318920581,0.9949,1
MN510331,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
MN512538,preVC_2130,Clustered,VC_2130_0,3,0.1477,0.99833947,8.095654614,0.1474,1
MN516421,preVC_241,Clustered,VC_241_0,9,0.9213,1,6.581220751,0.9213,1
MN516422,preVC_241,Clustered,VC_241_0,9,0.9213,1,6.581220751,0.9213,1
MN518139,preVC_335,Clustered,VC_335_0,2,0.0633,0.95583499,1,0.0605,1
MN518893,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
MN518894,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
MN524844,,Overlap (VC_1868/VC_1870),,,,,,,
MN524845,,Overlap (VC_1868/VC_1870),,,,,,,
MN528768,preVC_141,Clustered,VC_141_0,2,1,1,3.605551275,1,1
MN530981,,Outlier,,,,,,,
MN534315,preVC_1969,Clustered,VC_1969_0,7,0.3077,1,6.811648898,0.3077,1
MN534316,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN534317,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN534318,preVC_1969,Clustered,VC_1969_0,7,0.3077,1,6.811648898,0.3077,1
MN534319,preVC_1969,Clustered,VC_1969_0,7,0.3077,1,6.811648898,0.3077,1
MN534320,,Outlier,,,,,,,
MN536023,preVC_2437,Clustered,VC_2437_0,3,0.3282,0.99554907,3.048350638,0.3267,1
MN536026,,Outlier,,,,,,,
MN536027,preVC_53,Clustered,VC_53_0,17,0.7379,1,5.015340526,0.7379,1
MN539721,,Outlier,,,,,,,
MN539736,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN539737,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN539738,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MN545971,,Outlier,,,,,,,
MN549360,preVC_2439,Clustered,VC_2439_1,4,0.1778,0.94524834,6.526336921,0.1681,1
MN549361,preVC_2439,Clustered,VC_2439_1,4,0.1778,0.94524834,6.526336921,0.1681,1
MN552143,preVC_1281,Clustered,VC_1281_0,2,0.5302,0.95518206,1.414213562,0.5064,1
MN552144,,Outlier,,,,,,,
MN552145,preVC_1927,Clustered,VC_1927_0,2,0.3071,0.9396546,8.185352772,0.2885,1
MN552146,preVC_2440,Clustered,VC_2440_0,2,1,1,7.141428429,1,1
MN552147,preVC_2440,Clustered,VC_2440_0,2,1,1,7.141428429,1,1
MN552148,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN552149,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN552150,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN553583,preVC_1949,Clustered,VC_1949_0,10,0.7855,1,2.597087665,0.7855,1
