replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
Sage2_R_115_16_scaffold_183423	Sage2_R_115_16_scaffold_183423_2	AbiEii	412972	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_115_16_scaffold_183423_AbiEii_58	1	1	1.000	2.000	1	AbiEii	mandatory	210	1e-18	74.400	0.929	0.929	2	196		
Sage2_R_115_16_scaffold_183423	Sage2_R_115_16_scaffold_183423_3	AbiEi_1	412973	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_115_16_scaffold_183423_AbiEii_58	1	1	1.000	2.000	1	AbiEi_1	mandatory	273	0.00026	27.300	0.901	0.473	87	215		
Sage2_R_20_16_scaffold_10951	Sage2_R_20_16_scaffold_10951_3	AbiEi_4	117327	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_20_16_scaffold_10951_AbiEii_59	1	1	1.000	2.000	1	AbiEi_1	mandatory	203	6.7e-06	32.200	1.000	0.241	10	58		
Sage2_R_20_16_scaffold_10951	Sage2_R_20_16_scaffold_10951_4	AbiEii	117328	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_20_16_scaffold_10951_AbiEii_59	1	1	1.000	2.000	1	AbiEii	mandatory	281	2.3e-25	96.100	0.803	0.747	37	246		
Sage2_R_20_16_scaffold_17515	Sage2_R_20_16_scaffold_17515_5	AbiEi_1	123960	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_20_16_scaffold_17515_AbiEii_60	1	1	1.000	2.000	1	AbiEi_1	mandatory	266	5.1e-34	123.600	0.972	0.526	75	214		
Sage2_R_20_16_scaffold_17515	Sage2_R_20_16_scaffold_17515_6	AbiEii	123961	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_20_16_scaffold_17515_AbiEii_60	1	1	1.000	2.000	1	AbiEii	mandatory	277	5.5e-34	124.300	0.958	0.776	31	245		
Sage2_R_60_16_scaffold_0	Sage2_R_60_16_scaffold_0_254	SduA	201321	defense-finder-models/DefenseFinder_1/Shedu/Shedu	Sage2_R_60_16_scaffold_0_Shedu_69	1	1	1.000	1.000	1	SduA	mandatory	196	3.8e-24	92.100	0.470	0.939	8	191		
Sage2_R_60_16_scaffold_10	Sage2_R_60_16_scaffold_10_79	AbiEii	1352089	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_10_AbiEii_4	1	1	1.000	2.000	1	AbiEii	mandatory	278	2.8e-05	30.400	0.310	0.313	165	251		
Sage2_R_60_16_scaffold_10	Sage2_R_60_16_scaffold_10_80	AbiEi_2	1352090	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_10_AbiEii_4	1	1	1.000	2.000	1	AbiEi_1	mandatory	373	9.3e-06	32.000	0.986	0.397	213	360		
Sage2_R_60_16_scaffold_1028	Sage2_R_60_16_scaffold_1028_8	Nhi_2	1274767	defense-finder-models/DefenseFinder_1/Nhi/Nhi	Sage2_R_60_16_scaffold_1028_Nhi_101	1	1	1.000	1.000	1	Nhi	mandatory	672	4.5e-248	831.000	0.997	0.973	15	668		
Sage2_R_60_16_scaffold_1029	Sage2_R_60_16_scaffold_1029_2	AbiEii	889348	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_1029_AbiEii_61	1	1	1.000	2.000	1	AbiEii	mandatory	256	2.7e-28	105.700	0.941	0.805	30	235		
Sage2_R_60_16_scaffold_1029	Sage2_R_60_16_scaffold_1029_3	AbiEi_1	889349	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_1029_AbiEii_61	1	1	1.000	2.000	1	AbiEi_1	mandatory	254	0.00019	27.700	0.901	0.508	80	208		
Sage2_R_60_16_scaffold_1346	Sage2_R_60_16_scaffold_1346_14	AbiEi_4	322693	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_1346_AbiEii_62	1	1	1.000	2.000	1	AbiEi_1	mandatory	221	4.9e-08	39.000	0.980	0.217	17	64		
Sage2_R_60_16_scaffold_1346	Sage2_R_60_16_scaffold_1346_16	AbiEii	322695	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_1346_AbiEii_62	1	1	1.000	2.000	1	AbiEii	mandatory	206	1.7e-07	37.600	0.573	0.646	34	166		
Sage2_R_60_16_scaffold_16233	Sage2_R_60_16_scaffold_16233_2	KwaB	206864	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage2_R_60_16_scaffold_16233_Kiwa_125	1	1	1.000	2.000	1	KwaB	mandatory	299	8.1e-38	136.800	0.949	0.973	7	297		
Sage2_R_60_16_scaffold_16233	Sage2_R_60_16_scaffold_16233_3	KwaA	206865	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage2_R_60_16_scaffold_16233_Kiwa_125	1	1	1.000	2.000	1	KwaA	mandatory	168	2e-26	98.900	0.859	0.976	3	166		
Sage2_R_60_16_scaffold_165	Sage2_R_60_16_scaffold_165_10	AbiEi_2	1353689	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_165_AbiEii_5	1	1	1.000	2.000	1	AbiEi_1	mandatory	361	4.8e-10	45.900	0.965	0.410	202	349		
Sage2_R_60_16_scaffold_165	Sage2_R_60_16_scaffold_165_11	AbiEii	1353690	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_60_16_scaffold_165_AbiEii_5	1	1	1.000	2.000	1	AbiEii	mandatory	282	0.00094	25.400	0.669	0.631	59	236		
Sage2_R_60_16_scaffold_1969	Sage2_R_60_16_scaffold_1969_7	DUF2290_Pers	1275641	defense-finder-models/DefenseFinder_1/Rst_HelicaseDUF2290/Rst_HelicaseDUF2290	Sage2_R_60_16_scaffold_1969_Rst_HelicaseDUF2290_113	1	1	1.000	2.000	1	DUF2290	mandatory	224	1.3e-92	315.200	0.977	0.969	2	218		
Sage2_R_60_16_scaffold_1969	Sage2_R_60_16_scaffold_1969_8	Helicase	1275642	defense-finder-models/DefenseFinder_1/Rst_HelicaseDUF2290/Rst_HelicaseDUF2290	Sage2_R_60_16_scaffold_1969_Rst_HelicaseDUF2290_113	1	1	1.000	2.000	1	Helicase	mandatory	717	0.0	1056.500	0.999	0.990	1	710		
Sage2_R_60_16_scaffold_27	Sage2_R_60_16_scaffold_27_93	dCTPdeaminase	204441	defense-finder-models/DefenseFinder_1/dCTPdeaminase/dCTPdeaminase	Sage2_R_60_16_scaffold_27_dCTPdeaminase_129	1	1	1.000	1.000	1	dCTPdeaminase	mandatory	545	6e-140	473.400	0.956	0.934	6	514		
Sage2_R_60_16_scaffold_88	Sage2_R_60_16_scaffold_88_29	Lit	1272097	defense-finder-models/DefenseFinder_1/Lit/Lit	Sage2_R_60_16_scaffold_88_Lit_117	1	1	1.000	1.000	1	Lit	mandatory	163	0.00074	24.800	0.308	0.595	3	99		
Sage2_R_80_16_scaffold_143095	Sage2_R_80_16_scaffold_143095_1	GajA	701361	defense-finder-models/DefenseFinder_1/Gabija/Gabija	Sage2_R_80_16_scaffold_143095_Gabija_76	1	1	1.000	2.000	1	GajA	mandatory	450	2.6e-89	306.800	0.727	0.991	2	447		
Sage2_R_80_16_scaffold_143095	Sage2_R_80_16_scaffold_143095_2	GajB_2	701362	defense-finder-models/DefenseFinder_1/Gabija/Gabija	Sage2_R_80_16_scaffold_143095_Gabija_76	1	1	1.000	2.000	1	GajB_1	mandatory	239	2e-42	151.800	0.317	0.912	21	238		
Sage2_R_80_16_scaffold_39608	Sage2_R_80_16_scaffold_39608_3	AbiEii	1129603	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_80_16_scaffold_39608_AbiEii_63	1	1	1.000	2.000	1	AbiEii	mandatory	265	7.1e-20	78.100	0.895	0.717	49	238		
Sage2_R_80_16_scaffold_39608	Sage2_R_80_16_scaffold_39608_4	AbiEi_1	1129604	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage2_R_80_16_scaffold_39608_AbiEii_63	1	1	1.000	2.000	1	AbiEi_1	mandatory	214	6.4e-08	39.000	0.803	0.537	88	202		
Sage1_L_100_16_scaffold_12324	Sage1_L_100_16_scaffold_12324_5	PsyrTA_PsyrA	477156	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_12324_PsyrTA_53	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	155	0.00021	26.500	0.136	0.348	5	58		
Sage1_L_100_16_scaffold_12324	Sage1_L_100_16_scaffold_12324_6	PsyrTA_PsyrT	477157	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_12324_PsyrTA_53	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	772	7.1e-12	50.500	0.460	0.435	63	398		
Sage1_L_100_16_scaffold_124	Sage1_L_100_16_scaffold_124_72	PtuA	420597	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_100_16_scaffold_124_Septu_14	1	1	1.000	2.000	1	PtuA	mandatory	660	1.3e-62	219.200	0.975	0.582	246	629		
Sage1_L_100_16_scaffold_124	Sage1_L_100_16_scaffold_124_73	PtuB	420598	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_100_16_scaffold_124_Septu_14	1	1	1.000	2.000	1	PtuB	mandatory	278	3e-35	128.600	0.822	0.856	36	273		
Sage1_L_100_16_scaffold_29619	Sage1_L_100_16_scaffold_29619_1	JetC_I	745115	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_100_16_scaffold_29619_Wadjet_I_31	1	1	0.750	3.000	1	JetC_I	mandatory	112	1.8e-31	115.100	0.114	0.991	1	111		Sage1_L_100_16_scaffold_29619_Wadjet_30
Sage1_L_100_16_scaffold_29619	Sage1_L_100_16_scaffold_29619_2	JetB_I	745116	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_100_16_scaffold_29619_Wadjet_I_31	1	1	0.750	3.000	1	JetB_I	mandatory	206	1e-29	109.700	0.810	0.942	10	203		Sage1_L_100_16_scaffold_29619_Wadjet_30
Sage1_L_100_16_scaffold_29619	Sage1_L_100_16_scaffold_29619_3	JetA_I	745117	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_100_16_scaffold_29619_Wadjet_I_31	1	1	0.750	3.000	1	JetA_I	mandatory	481	7.6e-38	136.900	0.875	0.902	28	461		Sage1_L_100_16_scaffold_29619_Wadjet_30
Sage1_L_100_16_scaffold_30194	Sage1_L_100_16_scaffold_30194_7	PsyrTA_PsyrT	245090	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_30194_PsyrTA_54	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	674	1.9e-266	891.800	0.972	0.994	2	671		
Sage1_L_100_16_scaffold_30194	Sage1_L_100_16_scaffold_30194_8	PsyrTA_PsyrA	245091	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_30194_PsyrTA_54	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	299	2.4e-71	247.000	0.671	0.873	5	265		
Sage1_L_100_16_scaffold_542	Sage1_L_100_16_scaffold_542_5	PsyrTA_PsyrA	244137	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_542_PsyrTA_55	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	164	2.5e-07	36.200	0.151	0.366	9	68		
Sage1_L_100_16_scaffold_542	Sage1_L_100_16_scaffold_542_7	PsyrTA_PsyrT	244139	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_100_16_scaffold_542_PsyrTA_55	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	768	2.8e-08	38.600	0.164	0.151	297	412		
Sage1_L_100_16_scaffold_617	Sage1_L_100_16_scaffold_617_8	JetD_II	244442	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_100_16_scaffold_617_Wadjet_II_91	1	1	1.000	4.000	1	JetD_II	mandatory	430	2.5e-100	342.600	0.939	0.916	31	424		Sage1_L_100_16_scaffold_617_Wadjet_90
Sage1_L_100_16_scaffold_617	Sage1_L_100_16_scaffold_617_9	JetC_II	244443	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_100_16_scaffold_617_Wadjet_II_91	1	1	1.000	4.000	1	JetC_II	mandatory	1349	0.0	1016.600	0.996	0.982	18	1342		Sage1_L_100_16_scaffold_617_Wadjet_90
Sage1_L_100_16_scaffold_617	Sage1_L_100_16_scaffold_617_10	JetB_II	244444	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_100_16_scaffold_617_Wadjet_II_91	1	1	1.000	4.000	1	JetB_II	mandatory	435	1.8e-80	277.100	0.933	0.915	8	405		Sage1_L_100_16_scaffold_617_Wadjet_90
Sage1_L_100_16_scaffold_617	Sage1_L_100_16_scaffold_617_11	JetA_II	244445	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_100_16_scaffold_617_Wadjet_II_91	1	1	1.000	4.000	1	JetA_II	mandatory	521	5.6e-120	407.700	0.928	0.942	12	502		Sage1_L_100_16_scaffold_617_Wadjet_90
Sage1_L_113_16_scaffold_1554	Sage1_L_113_16_scaffold_1554_44	JetA_II	1079246	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_113_16_scaffold_1554_Wadjet_II_93	1	1	1.000	4.000	1	JetA_II	mandatory	523	1.4e-132	449.300	0.949	0.952	17	514		Sage1_L_113_16_scaffold_1554_Wadjet_92
Sage1_L_113_16_scaffold_1554	Sage1_L_113_16_scaffold_1554_45	JetB_II	1079247	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_113_16_scaffold_1554_Wadjet_II_93	1	1	1.000	4.000	1	JetB_II	mandatory	451	1.1e-86	297.500	0.935	0.960	5	437		Sage1_L_113_16_scaffold_1554_Wadjet_92
Sage1_L_113_16_scaffold_1554	Sage1_L_113_16_scaffold_1554_46	JetC_II	1079248	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_113_16_scaffold_1554_Wadjet_II_93	1	1	1.000	4.000	1	JetC_II	mandatory	1375	0.0	1131.400	0.993	0.964	8	1332		Sage1_L_113_16_scaffold_1554_Wadjet_92
Sage1_L_113_16_scaffold_1554	Sage1_L_113_16_scaffold_1554_47	JetD_II	1079249	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_113_16_scaffold_1554_Wadjet_II_93	1	1	1.000	4.000	1	JetD_II	mandatory	395	4.9e-84	289.000	0.933	0.987	2	391		Sage1_L_113_16_scaffold_1554_Wadjet_92
Sage1_L_113_16_scaffold_166786	Sage1_L_113_16_scaffold_166786_2	PtuB	759211	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_113_16_scaffold_166786_Septu_15	1	1	1.000	2.000	1	PtuB	mandatory	295	1.1e-21	84.300	0.776	0.803	26	262		
Sage1_L_113_16_scaffold_166786	Sage1_L_113_16_scaffold_166786_3	PtuA	759212	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_113_16_scaffold_166786_Septu_15	1	1	1.000	2.000	1	PtuA	mandatory	345	1.5e-40	146.500	0.368	0.470	174	335		
Sage1_L_113_16_scaffold_22969	Sage1_L_113_16_scaffold_22969_2	ShosTA_ShosA	424150	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_113_16_scaffold_22969_ShosTA_56	1	1	1.000	2.000	1	ShosTA_ShosA	mandatory	312	2.6e-64	223.400	0.815	0.776	51	292		
Sage1_L_113_16_scaffold_22969	Sage1_L_113_16_scaffold_22969_3	ShosTA_ShosT	424151	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_113_16_scaffold_22969_ShosTA_56	1	1	1.000	2.000	1	ShosTA_ShosT	mandatory	239	0.00095	25.100	0.257	0.234	176	231		
Sage1_L_113_16_scaffold_2927	Sage1_L_113_16_scaffold_2927_11	PsyrTA_PsyrA	427818	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_113_16_scaffold_2927_PsyrTA_57	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	161	0.00013	27.200	0.161	0.398	3	66		
Sage1_L_113_16_scaffold_2927	Sage1_L_113_16_scaffold_2927_12	PsyrTA_PsyrT	427819	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_113_16_scaffold_2927_PsyrTA_57	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	756	1.2e-16	66.300	0.505	0.481	42	405		
Sage1_L_113_16_scaffold_53330	Sage1_L_113_16_scaffold_53330_1	JetC_I	331978	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_113_16_scaffold_53330_Wadjet_I_33	1	1	0.750	3.000	1	JetC_I	mandatory	734	6.4e-190	639.800	0.634	0.973	16	729		Sage1_L_113_16_scaffold_53330_Wadjet_32
Sage1_L_113_16_scaffold_53330	Sage1_L_113_16_scaffold_53330_2	JetB_I	331979	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_113_16_scaffold_53330_Wadjet_I_33	1	1	0.750	3.000	1	JetB_I	mandatory	197	3.4e-53	186.500	0.785	0.964	5	194		Sage1_L_113_16_scaffold_53330_Wadjet_32
Sage1_L_113_16_scaffold_53330	Sage1_L_113_16_scaffold_53330_3	JetA_I	331980	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_I	Sage1_L_113_16_scaffold_53330_Wadjet_I_33	1	1	0.750	3.000	1	JetA_I	mandatory	147	1.7e-19	76.300	0.300	0.980	3	146		Sage1_L_113_16_scaffold_53330_Wadjet_32
Sage1_L_40_16_scaffold_13961	Sage1_L_40_16_scaffold_13961_1	Avs2A	713428	defense-finder-models/DefenseFinder_2/AVAST/AVAST_II	Sage1_L_40_16_scaffold_13961_AVAST_II_170	1	1	1.000	1.000	1	Avs2A	mandatory	361	2.8e-40	144.000	0.177	0.748	35	304		
Sage1_L_40_16_scaffold_16165	Sage1_L_40_16_scaffold_16165_4	PsyrTA_PsyrT	703136	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_40_16_scaffold_16165_PsyrTA_58	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	682	3.3e-223	748.900	0.987	0.978	13	679		
Sage1_L_40_16_scaffold_16165	Sage1_L_40_16_scaffold_16165_5	PsyrTA_PsyrA	703137	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_40_16_scaffold_16165_PsyrTA_58	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	334	9.7e-70	241.700	0.691	0.829	29	305		
Sage1_L_40_16_scaffold_17577	Sage1_L_40_16_scaffold_17577_1	JetC_II	473237	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_17577_Wadjet_II_95	1	1	0.750	3.000	1	JetC_II	mandatory	431	7.1e-142	481.000	0.302	0.942	6	411		Sage1_L_40_16_scaffold_17577_Wadjet_94
Sage1_L_40_16_scaffold_17577	Sage1_L_40_16_scaffold_17577_2	JetB_II	473238	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_17577_Wadjet_II_95	1	1	0.750	3.000	1	JetB_II	mandatory	399	6.5e-101	344.400	0.904	0.940	4	378		Sage1_L_40_16_scaffold_17577_Wadjet_94
Sage1_L_40_16_scaffold_17577	Sage1_L_40_16_scaffold_17577_3	JetA_II	473239	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_17577_Wadjet_II_95	1	1	0.750	3.000	1	JetA_II	mandatory	517	5.9e-148	500.000	0.941	0.975	11	514		Sage1_L_40_16_scaffold_17577_Wadjet_94
Sage1_L_40_16_scaffold_343	Sage1_L_40_16_scaffold_343_32	JetA_II	1217728	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_343_Wadjet_II_97	1	1	1.000	4.000	1	JetA_II	mandatory	533	2.5e-120	408.800	0.951	0.946	24	527		Sage1_L_40_16_scaffold_343_Wadjet_96
Sage1_L_40_16_scaffold_343	Sage1_L_40_16_scaffold_343_33	JetB_II	1217729	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_343_Wadjet_II_97	1	1	1.000	4.000	1	JetB_II	mandatory	516	6.7e-80	275.200	0.920	0.924	5	481		Sage1_L_40_16_scaffold_343_Wadjet_96
Sage1_L_40_16_scaffold_343	Sage1_L_40_16_scaffold_343_34	JetC_II	1217730	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_343_Wadjet_II_97	1	1	1.000	4.000	1	JetC_II	mandatory	1473	0.0	1058.000	0.996	0.957	1	1410		Sage1_L_40_16_scaffold_343_Wadjet_96
Sage1_L_40_16_scaffold_343	Sage1_L_40_16_scaffold_343_35	JetD_II	1217731	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_343_Wadjet_II_97	1	1	1.000	4.000	1	JetD_II	mandatory	416	5.6e-104	354.700	0.928	0.964	11	411		Sage1_L_40_16_scaffold_343_Wadjet_96
Sage1_L_40_16_scaffold_358	Sage1_L_40_16_scaffold_358_26	ShosTA_ShosT	877936	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_40_16_scaffold_358_ShosTA_59	1	1	1.000	2.000	1	ShosTA_ShosT	mandatory	181	6e-13	55.200	0.578	0.724	28	158		
Sage1_L_40_16_scaffold_358	Sage1_L_40_16_scaffold_358_27	ShosTA_ShosA	877937	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_40_16_scaffold_358_ShosTA_59	1	1	1.000	2.000	1	ShosTA_ShosA	mandatory	244	2.4e-69	239.900	0.657	0.803	33	228		
Sage1_L_40_16_scaffold_40387	Sage1_L_40_16_scaffold_40387_3	JetA_II	1221786	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_40387_Wadjet_II_99	1	1	0.750	3.000	1	JetA_II	mandatory	513	1.7e-64	224.600	0.932	0.965	17	511		Sage1_L_40_16_scaffold_40387_Wadjet_98
Sage1_L_40_16_scaffold_40387	Sage1_L_40_16_scaffold_40387_4	JetB_II	1221787	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_40387_Wadjet_II_99	1	1	0.750	3.000	1	JetB_II	mandatory	403	2.6e-50	177.700	0.918	0.948	7	388		Sage1_L_40_16_scaffold_40387_Wadjet_98
Sage1_L_40_16_scaffold_40387	Sage1_L_40_16_scaffold_40387_6	JetC_II	1221789	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_40387_Wadjet_II_99	1	1	0.750	3.000	1	JetC_II	mandatory	1098	6.2e-143	484.500	0.790	0.982	2	1079		Sage1_L_40_16_scaffold_40387_Wadjet_98
Sage1_L_40_16_scaffold_4741	Sage1_L_40_16_scaffold_4741_7	JetA_II	707032	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_4741_Wadjet_II_101	1	1	0.750	3.000	1	JetA_II	mandatory	554	2.1e-94	323.300	0.943	0.906	48	549		Sage1_L_40_16_scaffold_4741_Wadjet_100
Sage1_L_40_16_scaffold_4741	Sage1_L_40_16_scaffold_4741_8	JetB_II	707033	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_4741_Wadjet_II_101	1	1	0.750	3.000	1	JetB_II	mandatory	477	1.1e-80	277.800	0.959	0.870	33	447		Sage1_L_40_16_scaffold_4741_Wadjet_100
Sage1_L_40_16_scaffold_4741	Sage1_L_40_16_scaffold_4741_9	JetC_II	707034	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_40_16_scaffold_4741_Wadjet_II_101	1	1	0.750	3.000	1	JetC_II	mandatory	513	8.4e-89	305.100	0.328	0.906	43	507		Sage1_L_40_16_scaffold_4741_Wadjet_100
Sage1_L_40_16_scaffold_4855	Sage1_L_40_16_scaffold_4855_16	ShosTA_ShosT	603914	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_40_16_scaffold_4855_ShosTA_60	1	1	1.000	2.000	1	ShosTA_ShosT	mandatory	131	0.00014	27.700	0.384	0.740	25	121		
Sage1_L_40_16_scaffold_4855	Sage1_L_40_16_scaffold_4855_17	ShosTA_ShosA	603915	defense-finder-models/DefenseFinder_2/ShosTA/ShosTA	Sage1_L_40_16_scaffold_4855_ShosTA_60	1	1	1.000	2.000	1	ShosTA_ShosA	mandatory	265	2.9e-69	239.700	0.680	0.766	43	245		
Sage1_L_60_16_scaffold_13831	Sage1_L_60_16_scaffold_13831_7	PsyrTA_PsyrT	593269	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_60_16_scaffold_13831_PsyrTA_61	1	1	1.000	2.000	1	PsyrTA_PsyrT	mandatory	206	9.8e-13	53.300	0.235	0.811	38	204		
Sage1_L_60_16_scaffold_13831	Sage1_L_60_16_scaffold_13831_8	PsyrTA_PsyrA	593270	defense-finder-models/DefenseFinder_2/PsyrTA/PsyrTA	Sage1_L_60_16_scaffold_13831_PsyrTA_61	1	1	1.000	2.000	1	PsyrTA_PsyrA	mandatory	147	1.8e-31	115.700	0.332	0.918	3	137		
Sage1_L_60_16_scaffold_1757	Sage1_L_60_16_scaffold_1757_1	JetC_II	725814	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_60_16_scaffold_1757_Wadjet_II_103	1	1	0.750	3.000	1	JetC_II	mandatory	821	5.7e-126	428.300	0.526	0.948	44	821		Sage1_L_60_16_scaffold_1757_Wadjet_102
Sage1_L_60_16_scaffold_1757	Sage1_L_60_16_scaffold_1757_2	JetB_II	725815	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_60_16_scaffold_1757_Wadjet_II_103	1	1	0.750	3.000	1	JetB_II	mandatory	455	1.5e-78	270.700	0.949	0.895	29	435		Sage1_L_60_16_scaffold_1757_Wadjet_102
Sage1_L_60_16_scaffold_1757	Sage1_L_60_16_scaffold_1757_3	JetA_II	725816	defense-finder-models/DefenseFinder_2/Wadjet/Wadjet_II	Sage1_L_60_16_scaffold_1757_Wadjet_II_103	1	1	0.750	3.000	1	JetA_II	mandatory	528	8.6e-105	357.600	0.949	0.953	11	513		Sage1_L_60_16_scaffold_1757_Wadjet_102
Sage1_L_60_16_scaffold_2397	Sage1_L_60_16_scaffold_2397_3	PtuA	723668	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_60_16_scaffold_2397_Septu_16	1	1	1.000	2.000	1	PtuA	mandatory	519	5.6e-48	171.000	0.956	0.927	1	481		
Sage1_L_60_16_scaffold_2397	Sage1_L_60_16_scaffold_2397_4	PtuB	723669	defense-finder-models/DefenseFinder_2/Septu/Septu	Sage1_L_60_16_scaffold_2397_Septu_16	1	1	1.000	2.000	1	PtuB	mandatory	285	2.5e-33	122.300	0.822	0.856	27	270		
